artist_names,full_title,id,title,title_with_featured,url,featured_artists,artist,lyrics
Major Lazer (Ft. Sean Paul),Come On To Me by Major Lazer (Ft. Sean Paul),367571,Come On To Me,Come On To Me (Ft. Sean Paul),https://genius.com/Major-lazer-come-on-to-me-lyrics,"[{'api_path': '/artists/740', 'header_image_url': 'https://images.genius.com/852434e102aa28db1171ad519d35a082.720x478x1.jpg', 'id': 740, 'image_url': 'https://images.genius.com/34accfa99fd4e8ce65e2d42d77762861.1000x1000x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'Sean Paul', 'url': 'https://genius.com/artists/Sean-paul', 'iq': 2168}]",Major Lazer,"15 ContributorsCome On To Me Lyrics[Chorus: Sean Paul]
Gyal, come on to me
Come over here and perform for me
Gyal, come on to me
Tun up yuh temperature, mek it warm fi me
Gyal, come on to me
Gyal, come on to me
Gyal, come on to me
Come over here and perform for me

[Verse 1: Sean Paul]
She whine like a gypsy
From left onto right she a swing deh
Wanna try get to get fling we
But yuh nah feel di vibe weh dem ah bring deh
Need you over right here with me deh
But you inna yuh own world, nuh pree me
She nah realize I am the DJ
Suh mi tek up the mic and then say

[Bridge: Sean Paul]
Girl you're the bomb, the bomb, the bomb, the bomb bomb
Diggi diggi bring come give it to me
Girl you're the bomb, the bomb, the bomb, the bomb bomb
Diggi diggi bring come give it to me
Give it to me girl
Give it to me girl
Give it to me, give it to me, give it to me girl
Give it, give it
Give it, give it
Give it, give it
Come here now girl
Come here now girl
Come here now girl
You might also like[Chorus: Sean Paul]
Gyal, come on to me
Gyal, come on to me
Gyal, come on to me
Come over here and perform for me
Gyal, come on to me
Gyal, come on to me
Gyal, come on to me
Come over here and perform for me

[Verse 2: Sean Paul]
She bubble and whine and turn it deh
Me ah tell yuh seh murda commit deh
Me nuh stop luk fi di body cuh it fit yea
She a top thing, she legit yea
Just waan get piece ah it yea
Come ah wuk hard, never yet counterfeit yea
When me gon play this hit yea
Pick up the mic and speak yea

[Bridge: Sean Paul]
Girl you're the bomb, the bomb, the bomb, the bomb bomb
Diggi diggi ring come give it to me
Girl you're the bomb, the bomb, the bomb, the bomb bomb
Diggi diggi ring come give it to me
Give it to me girl
Give it to me girl
Give it to me, give it to me, give it to me girl
Give it, give it
Give it, give it
Give it, give it
Come here now girl
Come here now girl
Come here now girl9Embed"
Major Lazer (Ft. Nyla),Light It Up by Major Lazer (Ft. Nyla),1872606,Light It Up,Light It Up (Ft. Nyla),https://genius.com/Major-lazer-light-it-up-lyrics,"[{'api_path': '/artists/177515', 'header_image_url': 'https://images.genius.com/3d6e7df28a0d972206f8aca29cb7bb2e.1000x625x1.jpg', 'id': 177515, 'image_url': 'https://images.genius.com/039e6912c53edc72bdc326c1c43b3318.294x294x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Nyla', 'url': 'https://genius.com/artists/Nyla'}]",Major Lazer,"31 ContributorsLight It Up Lyrics[Verse 1]
Stand up like a soldier baby
Yeah, I know you're built like that
Gun it like a holster baby
Show dem' seh' you wicked like that

[Refrain]
We live where the war is raging
Chasing our crazy dreams
Hoping that the bridge won't cave in
Tonight we'll let it all go free

[Pre-Chorus]
Gimme di' thing and mek' me rock inna' di dance
Gimme di' thing and mek' me rock inna' di' dance
Mash it up, hot step inna' di' dance
Gimme di' thing and mek' me rock (Light it up)
Gimme di' thing and mek' me rock inna' di dance
Gimme di' thing and mek' me rock inna' di' dance
Mash it up, hot step inna' di' dance
Gimme di' thing and mek' me rock

[Chorus]
Set it ablaze like a candle wick
Hotter, hotter, hotter, hotter, hotter
Yeah, light it up, set it a
Light it up, light it up
Light it up
You might also like[Verse 2]
Fire like a soldier baby
No retreating we nuh' pree  that
Never make them hold ya baby
Heart nuh' feeble, we nuh take chat

[Refrain]
We live where the war is raging
Chasing our crazy dreams
Hoping that the bridge won't cave in
Tonight we'll let it all go free

[Pre-Chorus]
Gimme di' thing and mek' me rock inna' di dance
Gimme di' thing and mek' me rock inna' di' dance
Mash it up, hot step inna' di' dance
Gimme di' thing and mek' me rock (Light it up)
Gimme di' thing and mek' me rock inna' di dance
Gimme di' thing and mek' me rock inna' di' dance
Mash it up, hot step inna' di' dance
Gimme di' thing and mek' me rock

[Chorus]
Set it ablaze like a candle wick
Hotter, hotter, hotter, hotter, hotter
Light it up, yeah light it up
Set it ablaze like a candle wick
Hotter, hotter, hotter, hotter, hotter
Yeah light it up, light it up
Light it up, light it up
Light it up
(Light it up)
(Light it up)
(Light it up)
Mash it up, Mash, Mash it up
(Light it up)
(Light it up)
(Light it up)
Light it up, light it up7Embed"
Major Lazer (Ft. Anitta & Pabllo Vittar),Sua Cara by Major Lazer (Ft. Anitta & Pabllo Vittar),3108227,Sua Cara,Sua Cara (Ft. Anitta & Pabllo Vittar),https://genius.com/Major-lazer-sua-cara-lyrics,"[{'api_path': '/artists/183935', 'header_image_url': 'https://images.genius.com/e50a293aa6ecee42d2b510fd0c3efa46.1000x333x1.jpg', 'id': 183935, 'image_url': 'https://images.genius.com/4afae07350c52ccf4acd7fea0c89f5b0.400x400x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Anitta', 'url': 'https://genius.com/artists/Anitta', 'iq': 930}, {'api_path': '/artists/682378', 'header_image_url': 'https://images.genius.com/4270d40fb56de0ff7470fb8ff5671c4a.1000x563x1.jpg', 'id': 682378, 'image_url': 'https://images.genius.com/9030e1ff880c95109677d6ea507d6ade.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Pabllo Vittar', 'url': 'https://genius.com/artists/Pabllo-vittar', 'iq': 100}]",Major Lazer,"54 ContributorsTranslationsEnglishSua Cara Lyrics[Letra de ""Sua Cara"" com Major Lazer, Anitta & Pabllo Vittar]

[Intro]
Ma-Ma-Ma-Ma-Major Lazer run the world

[Verso 1: Anitta]
Você prepara, mas não dispara
Você repara, mas não encara
Se acha o cara, mas não me para
Tá cheio de maldade, mas não me encara
Você já tá querendo e eu também
Mas é cheio de história e de porém
Virou covarde, tô com vontade
Mas você tá demorando uma eternidade

[Pré-Refrão: Anitta]
Se você não vem eu vou botar pressão
Não vou te esperar, tô cheia de opção
Eu não sou mulher de aturar sermão
Me encara, se prepara
Que eu vou jogar bem na sua cara

[Refrão: Anitta]
Bem na sua cara
Eu vou rebolar bem na sua cara
Bem na sua cara
Hoje eu vou jogar bem na sua cara
You might also like[Verso 2: Pabllo Vittar]
Cheguei
Tô preparada pra atacar
Quando o grave bater, eu vou quicar
Na sua cara vou jogar, ah-ah
E rebolar, ah-ah

[Pré-Refrão: Pabllo Vittar & Anitta]
Eu tô linda, livre, leve e solta
Doida pra beijar na boca
Linda, livre, leve e solta
Doida pra beijar na boca
Linda, livre, leve e solta
Doida pra beijar na boca
Linda, livre, leve e solta
Que eu vou jogar bem na sua cara

[Refrão: Anitta & Pabllo Vittar]
Bem na sua cara
Eu vou rebolar bem na sua cara
Bem na sua cara
Hoje eu vou jogar bem na sua cara

[Ponte: Anitta]
Você prepara, mas não dispara (Bem na sua cara)
Você repara, mas não encara (Bem na sua cara)
Se acha o cara, mas não me para (Bem na sua cara)
Se acha o cara, mas não me para (Bem na sua cara)
[Saída: Anitta & Pabllo Vittar]
Se você não vem eu vou botar pressão
Não vou te esperar, to cheia de opção
Eu não sou mulher de aturar sermão
Me encara, se prepara
Que eu vou jogar bem na sua cara24Embed"
"Major Lazer (Ft. Busy Signal, The Flexican & FS Green)","Watch Out For This (Bumaye) by Major Lazer (Ft. Busy Signal, The Flexican & FS Green)",181635,Watch Out For This (Bumaye),"Watch Out For This (Bumaye) (Ft. Busy Signal, The Flexican & FS Green)",https://genius.com/Major-lazer-watch-out-for-this-bumaye-lyrics,"[{'api_path': '/artists/8690', 'header_image_url': 'https://images.genius.com/1e925eba8cd209601456bb81b16960ba.631x322x1.jpg', 'id': 8690, 'image_url': 'https://images.genius.com/34ce27cc6574997b01f29cded51c3cec.400x400x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Busy Signal', 'url': 'https://genius.com/artists/Busy-signal'}, {'api_path': '/artists/28320', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1685720447', 'id': 28320, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1685720447', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Flexican', 'url': 'https://genius.com/artists/The-flexican'}, {'api_path': '/artists/58162', 'header_image_url': 'https://images.genius.com/a982d7722c68c53cc7eb59a6c4b1855d.500x500x1.jpg', 'id': 58162, 'image_url': 'https://images.genius.com/a982d7722c68c53cc7eb59a6c4b1855d.500x500x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'FS Green', 'url': 'https://genius.com/artists/Fs-green'}]",Major Lazer,"17 ContributorsWatch Out For This (Bumaye) Lyrics[Verse 1: Busy Signal]
Hey
Pull up! Pull up!
Sound a bounce and the place a full up
Sexy gyal and mi can't get enough
Gyal a go dung pon head dat me love
A murda when me step inna di club
Selector tun it up inna di sub
Music a bounce and lyrics by the tons
And mi high grade sent from above
Me tell dem

[Pre-Chorus]
Watch out for this
Watch out for this
Watch out for this
Watch out for this
Watch out for this
Watch out for this
Watch out for this
Watch out for this

[Chorus]
Watch out for this a di maddest lyrics
Mash up di place, push you hand up fi dis
Yo, mi nah miss number 1 pon di list
Di gyaldem a twist, waist line can't resist
Watch out for this a di maddest lyrics
Mash up di place, push you hand up fi dis
Yo, mi nah miss number 1 pon di list
Mash up di place (bumaye)
You might also like[Drop]
Watch out for this
Watch out for this
Watch out for this
Watch out for this
Watch out for this a di maddest lyrics
Mash up di place, push you hand up fi dis
Yo, mi nah miss number 1 pon di list
Di gyaldem a twist, waist line can't resist

[Verse 2: Busy Signal]
Hey!
Sound tun up inna di place so mi glad seh mi in yah
Aaaah
When good music a play seh mi glad seh mi in yah
Aaaah
Kill any sound violate seh dem a go get murda
Aaaah
Gyal dem a bubble and a whine so mi glad seh mi in yah
Aaaah
Mi go di hardest, yes, mi go di hardest
Man a real general di rest of dem a novice
Step inna di place
Tun it up! Tun it up! Tun it up!
Til it buck up a di farrest
Hey! Bumbaclart!
Me and mi friend dem a gyalist, craftist
Gyal dem know me a di smartest
Up inna ya face, seh di grades, it a blaze
You know you no fi fuck with di yardies
Hey!
[Pre-Chorus]
Watch out for this
Watch out for this
Watch out for this
Watch out for this
Watch out for this
Watch out for this
Watch out for this
Watch out for this

[Chorus]
Watch out for this a di maddest lyrics
Mash up di place, push you hand up fi dis
Yo, mi nah miss number 1 pon di list
Di gyaldem a twist, waist line can't resist
Watch out for this a di maddest lyrics
Mash up di place, push you hand up fi dis
Yo, mi nah miss number 1 pon di list
Mash up di place (bumaye)

[Drop]
Watch out for this
Watch out for this
Watch out for this
Watch out for this
Watch out for this a di maddest lyrics
Mash up di place, push you hand up fi dis
Yo, mi nah miss number 1 pon di list
Di gyaldem a twist, waist line can't resist
[Verse 2: Busy Signal]
Hey!
Sound tun up inna di place so mi glad seh mi in yah
Aaaah
When good music a play seh mi glad seh mi in yah
Aaaah
Kill any sound violate seh dem a go get murda
Aaaah
Gyal dem a bubble and a whine so mi glad seh mi in yah
Aaaah

[Outro]9Embed"
Major Lazer (Ft. Fuse ODG & Nyla),Light It Up (Remix) by Major Lazer (Ft. Fuse ODG & Nyla),2376417,Light It Up (Remix),Light It Up (Remix) (Ft. Fuse ODG & Nyla),https://genius.com/Major-lazer-light-it-up-remix-lyrics,"[{'api_path': '/artists/53342', 'header_image_url': 'https://images.genius.com/c12fc6be2cdc8b60951209edd8170c6e.460x276x1.jpg', 'id': 53342, 'image_url': 'https://images.genius.com/c12fc6be2cdc8b60951209edd8170c6e.460x276x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Fuse ODG', 'url': 'https://genius.com/artists/Fuse-odg', 'iq': 100}, {'api_path': '/artists/177515', 'header_image_url': 'https://images.genius.com/3d6e7df28a0d972206f8aca29cb7bb2e.1000x625x1.jpg', 'id': 177515, 'image_url': 'https://images.genius.com/039e6912c53edc72bdc326c1c43b3318.294x294x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Nyla', 'url': 'https://genius.com/artists/Nyla'}]",Major Lazer,"25 ContributorsLight It Up (Remix) Lyrics[Intro: Major Lazer]
Danger them is, while some call them ""Major Lazer""

[Verse 1: Nyla]
Stand up like a solider, baby
Yeah, I know you're built like that
Gun it like a holster, baby
Show dem say you're wicked like that

[Refrain: Nyla]
We live where the war is raging
Chasing our crazy dreams
Hoping that the bridge won't cave in
Tonight we let it all go free

[Pre-Chorus: Nyla]
Gimme the ting and make me rock in a dance
Gimme the ting and make me rock in a dance
Mash it up, hot step in a dance
Gimme the ting and make me rock, rock, rock, rock
Gimme the ting and make me rock in a dance
Gimme the ting and make me rock in a dance
Mash it up, hot step in a dance
Gimme the ting and make me

[Chorus: Nyla]
Light it up!
Light it up!
Light it up!
(Light it up, light it up)
You might also like[Verse 2: Fuse ODG]
Show them you're flame to the fire
It's written like your name on a flyer
They wanna tame your desire
But you light it up, now your aims getting higher
I dey wait for messiah
But until that day I'mma rise up high
I put my light in the air
I wanna see everywhere

[Pre-Chorus: Fuse ODG]
One by one, let me see you
Two by two for the sequel
Three by three for my people
I know say I'm bound to be next like my neighbour, ye
One by one, let me see you (Light it up)
Two by two for the sequel (Light it up)
Three by three for my people
One, two, three, everybody go!

[Chorus: Nyla]
Light it up!
Light it up, light it up!
Light it up!
Light it up!
[Bridge: Fuse ODG]
One by one, let me see you
Two by two for the sequel
Three by three for my people
I know say I'm bound to be next like my neighbour, ye
One by one, let me see you (Eh)
Two by two for the sequel (Light it up)
Three by three for my people (Light it up)
Set it ablaze

[Chorus: Nyla]
Light it up!

[Outro: Nyla]
Set it ablaze like a candle wick
Hotter, hotter, hotter, hotter
Yeah, light it up6Embed"
Major Lazer (Ft. El Alfa & J Balvin),Que Calor by Major Lazer (Ft. El Alfa & J Balvin),4803107,Que Calor,Que Calor (Ft. El Alfa & J Balvin),https://genius.com/Major-lazer-que-calor-lyrics,"[{'api_path': '/artists/223925', 'header_image_url': 'https://images.genius.com/0894c0b1d28315646db997bb6e763084.1000x554x1.jpg', 'id': 223925, 'image_url': 'https://images.genius.com/434632780679be744b14b02f9962f1de.654x654x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'J Balvin', 'url': 'https://genius.com/artists/J-balvin', 'iq': 2412}, {'api_path': '/artists/452856', 'header_image_url': 'https://images.genius.com/090c7bd8021cc4c23d609069c48c772c.1000x563x1.jpg', 'id': 452856, 'image_url': 'https://images.genius.com/2c8360d3edb46de2ea0fdc36b6d737cf.594x594x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'El Alfa', 'url': 'https://genius.com/artists/El-alfa'}]",Major Lazer,"24 ContributorsQue Calor Lyrics[Letra de ""Que Calor"" ft. J Balvin & El Alfa]

[Intro: J Balvin & El Alfa]
(Major Lazer; J Balvin, man
Latino gang; wuh; global; El Alfa; yo'
Wuh; qué ca; ¡yesca!; leggo)

[Coro: J Balvin & El Alfa]
Qué calor (Qué ca), qué ca (Qué ca)
En la discoteca qué calor (Qué ca)
Yesca (Qué ca), para la' muñeca', por favor
Qué ca (Qué ca), en la discoteca qué calor (Qué ca)
Yesca (Qué ca), para la' muñeca', por favor

[Verso 1: J Balvin]
Esa rubia no me entiende si yo le hablo en español (What?)
Pero se aprendió la canción a la perfección (Lo sabe)
Por mi patria, por mi nación, ninguna discriminación
Aquí no hay raza ni religión, báilalo por obligación

[Refrán: J Balvin & El Alfa]
Qué calor
(Qué ca, qué ca, qué ca, qué ca
Qué ca, qué ca, qué ca, qué ca)
Qué calor
(Qué ca-qué ca, qué ca)
Qué calor, yesca en la discoteca
Qué calor, yesca para las muñeca', por favor
(Por favor; wah, wah)
You might also like[Verso 2: El Alfa]
La' mujere' me la' como al vapor
En la playa bañado en sudor
Lo' bikini' te quedan mejor
Tú ere' mi amor, -mor, -mor, -mor
Cada ve' que veo ese booty yo me quedo loco
Tú le da' hasta abajo, mami, con mucho saoco
Como tú lo mueve' en el mundo lo mueven poco'
Dale, dale, baila a lo loco
Como tú lo mueve' en el mundo lo mueven poco'
Dale, dale, baila a lo loco
Como tú lo mueve' en el mundo lo mueven poco'

[Puente: J Balvin]
Calentamiento global (¡Wuh!)
Anda suelto el animal (Grr)
Mano arriba el que e' real (Hah)
(Esto se va a hacer viral)

[Coro: J Balvin]
Qué calor, qué ca
En la discoteca qué calor, yesca
Para la' muñeca', por favor, qué ca
En la discoteca qué calor, yesca
Para la' muñeca', por favor
[Refrán: J Balvin & El Alfa]
(Qué ca, qué ca, qué ca, qué ca
Qué ca, qué ca, qué ca, qué ca)
Qué calor
(Qué ca-qué ca, qué ca)
Qué calor, yesca en la discoteca
Qué calor, yesca para la' muñeca', por favor

[Outro: J Balvin & El Alfa]
(Jah; leggo)
Qué calor
(It's Colombia, it's not Columbia, all right?)
Por favor
(Colombia, not Columbia)
Qué calor
Muévete, -te-te
(Cumbia; leggo)
Mue-ve—
-Te-te-te-te-te-te-te-te
-Te-te, te-que-te, -te-que-te-que, -te-que-te
-Te-te-te-te-te-te-te-te
-Te-te, te-que-te, -te-que-te-que, -te-que-te
-Te-te-te-te-te-te-te-te (Latino gang; latino gang)
Te-te-te-te, -te-que-te-que, -te-que-te (Gang, gang, gang)
-Te-te-te-te-te-te-te-te (Latino gang; latino gang)
Te-te-te-te, -te-que-te-que, -te-que-te (Latino gang)5Embed"
Major Lazer (Ft. Ariana Grande),All My Love by Major Lazer (Ft. Ariana Grande),579681,All My Love,All My Love (Ft. Ariana Grande),https://genius.com/Major-lazer-all-my-love-lyrics,"[{'api_path': '/artists/26507', 'header_image_url': 'https://images.genius.com/0b63409589894fbd955a658fc89f08dd.1000x429x1.jpg', 'id': 26507, 'image_url': 'https://images.genius.com/d36a47955ac0ddb12748c5e7c2bd4b4b.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Ariana Grande', 'url': 'https://genius.com/artists/Ariana-grande', 'iq': 2680}]",Major Lazer,"34 ContributorsAll My Love Lyrics[Verse 1: Ariana Grande]
Sometimes I think we're the brightest stars
And I try to believe we'll find a way
Will life change, will our hearts turn colder? (Major Lazer)
All the rhythms in my heart lift me up inside
We can stay out of the trouble, is it worth the blame?
Is it true that the more you give, the more they take?
All the rhythms in my heart lift me up and say

[Chorus: Ariana Grande]
Only love will make us ache
Only love is worth the chase
All my love, I know we're waiting for this
On the rocks up on the mountaintops

[Post-Chorus: Ariana Grande]
All my love
All my love
All my love
Up on the mountaintop

[Verse 2: Ariana Grande]
All the rhythms in my heart lift me up and say
We're just a mess of broken people but we love the game
I would do anything for us, it's worth the pain
All the rhythms in my heart lift me up and say
You might also like[Chorus: Ariana Grande]
Only love will make us ache
Only love is worth the chase
All my love, I know we're waiting for this
On the rocks up on the mountaintops

[Post-Chorus: Ariana Grande]
All my love
All my love
All my love
Up on the mountaintop
All my love
All my love
All my love
Up on the mountaintop

[Bridge: Ariana Grande]
You're always on my mind
Oh, there'll come a day
Day where we can fly
Reach the glory haze, oh, hey
High up in the sun in the brighter sky
Sun in the brighter sky

[Chorus: Ariana Grande]
Only love will make us ache
Only love is worth the chase
All my love, I know we're waiting for this
On the rocks up on the mountaintops
[Post-Chorus: Ariana Grande]
All my love
All my love
All my love
Up on the mountaintop
All my love
All my love
All my love
Up on the mountaintop34Embed"
Bad Bunny,Amorfoda by Bad Bunny,3524844,Amorfoda,Amorfoda,https://genius.com/Bad-bunny-amorfoda-lyrics,[],Bad Bunny,"95 ContributorsTranslationsEnglishDeutschAmorfoda Lyrics[Letra de ""Amorfoda""]

[Estribillo]
No quiero que má' nadie me hable de amor
Ya me cansé, to' eso' truco' ya me lo' sé
Eso' dolore' lo' pasé, yeh, yeh, yeh
No quiero que má' nadie me hable de amor (No, no)
Ya me cansé, to' eso' truco' ya me lo' sé (Wuh)
Eso' dolore' lo' pasé (No, no)

[Verso]
Hoy te odio, no e' secreto, ante todo lo confieso (No)
Si pudiera, te pidiera que devuelva' to' los beso' que te di
La' palabra' y todo el tiempo que perdí
Me arrepiento una y mil vece' de haber confiao' en ti (¡Wuh!)
Quisiera que te sienta' como yo me siento (Siento)
Quisiera ser como tú, sin sentimiento' (-miento')
Quisiera sacarte de mi pensamiento (-miento)
Quisiera cambiarle el final al cuento
Toa' la' barra' y lo' trago' han sido testigo'
Del dolor que me causaste y to' lo que hiciste conmigo
Un infeliz en el amor que aún no te supera
Y que ahora camina solo, sin nadie, por toa' la' acera'
Preguntándole a Dios si en verdad el amor existe
Y por qué si yo era tan bueno toa' esta mierda tú me hiciste (-ciste)
Lo má' cabrón e' que tú ve' todo como un chiste
Siempre voy a maldecir el día en que naciste
Lo' chocolate' que te di y toda' la' flore' (-re')
Se convierten hoy en día en pesadilla' y dolore'
Ya yo perdí la fe de que tú mejore' (-jore')
Si despué' de la lluvia sale el arcoíri', pero sin colore', yeh
You might also like[Estribillo]
No quiero que más nadie me hable de amor
Ya me cansé, to' eso' truco' ya me lo' sé
Eso' dolore' lo' pasé, yeh, yeh, yeh
No quiero que más nadie me hable de amor
Ya me cansé, to' eso' truco' ya me lo' sé
Eso' dolore' lo' pasé, yeh, yeh, yeh104Embed"
Bad Bunny,Tú No Metes Cabra by Bad Bunny,3103548,Tú No Metes Cabra,Tú No Metes Cabra,https://genius.com/Bad-bunny-tu-no-metes-cabra-lyrics,[],Bad Bunny,"36 ContributorsTranslationsEnglishDeutschTú No Metes Cabra Lyrics[Letra de ""Tu No Metes Cabra""]

[Intro: Héctor ""El Father"" & Bad Bunny]
Cuando ustede' me ven, yo sé que tiemblan
Yo estoy ready twenty four hours
El Father, pídanme la bendición
Yeh, yeh, yeh, yeh
[Coro: Héctor ""El Father"" & Bad Bunny]
Tú no metes cabra, saramambiche (Yeh)
Tú no metes cabra, saramambiche (¡Wouh!)
Tú no metes cabra, saramambiche (No!)
Tú no metes cabra, saramambiche (¡Rrr!)
Tú no metes cabra, saramambiche (Yeh)
Tú no metes cabra, saramambiche (¡Plo-plo!)
Tú no metes cabra, saramambiche (Chiqui)
Y si te me esbocas, nos vamos al switche (¡Plo!)

[Verso 1: Bad Bunny]
Yeh, estoy subiendo como espuma
Prendiéndole en la cara al que no fuma
Ando con Adidas, veloces como un puma
El Undertaker saliendo de la bruma
Y se apagan las luce', prende el wax para que me muse
Tú no metes cabra, tú no luces
No es el Mercedes, es quien lo conduce
Y dime qué son Retro sin un Jordan que las use, yeh
Evita el delay
Aquí si no te ponchamos, te damos doble play (¡Wouh!)
No existe replay
Son Miami sin Lebron y Wade (¡Prr!)
Nos vamos a switcher, aunque me fichen (Yeh)
Me tiran, pero soy un pitcher (Pitcher)
Tu jeva loca que me la chiche (¡Wouh!)
Yo matando y tú mirando en los bleacher, yeh
You might also like[Coro: Héctor ""El Father"" & Bad Bunny]
Tú no metes cabra, saramambiche
Tú no metes cabra, saramambiche
Tú no metes cabra, saramambiche
Tú no metes cabra, saramambiche (Jajaja)
Tú no metes cabra, saramambiche (No)
Tú no metes cabra, saramambiche (Hmm, ¡no!)
Tú no metes cabra, saramambiche (Yeh)
Y si te me esbocas, nos vamos al switche

[Verso 2: Bad Bunny]
Yo controlo la calle sin ser bichote
Un melón y pico 'entro el pote (Chiqui)
Yo tengo el pique flow chipotle (¡Wouh!)
Shaquille O'Neal debajo 'el aro, nadie me quita un rebote
La nueva religión, yo soy la nueva era (Do it)
El responsable de que ustede' se cayeran (Yeh)
Apartamento frente al mar, lo tengo de pecera (¡Wouh!)
Y el sour diesel directo de la nevera
Se bebe y se chinga como en prom (Prom)
Yo soy un hijueputa.com
En el VIP soy Donald Trump (Yeh)
Yo tengo to' Gucci, hasta las foap, yeh (Huh-huh)

[Coro: Héctor ""El Father"" & Bad Bunny]
Tú no metes cabra, saramambiche
Tú no metes cabra, saramambiche
Tú no metes cabra, saramambiche
Tú no metes cabra, saramambiche (¡Wouh!)
Tú no metes cabra, saramambiche (¡No!)
Tú no metes cabra, saramambiche
Tú no metes cabra, saramambiche
Y si te me esbocas, nos vamos al switche
[Outro: Héctor ""El Father"" & Bad Bunny]
(Yo no escucho lo que ustedes están diciendo allá abajo)
Yeh, yeh, yeh, yeh
Bad Bunny, baby, bebé, bebé
Trap Kingz, baby
(El jefe)
Hear This Music
(El jefe)
Jajajaja
Díselo, Luian
Mambo Kingz, ¡Mambo Kingz!16Embed"
Bad Bunny,Yonaguni by Bad Bunny,6855744,Yonaguni,Yonaguni,https://genius.com/Bad-bunny-yonaguni-lyrics,[],Bad Bunny,"52 ContributorsTranslationsDeutschEnglishYonaguni Lyrics[Letra de ""Yonaguni""]

[Intro]
Yeah-yeah-yeah-yeah
Yeah-yeah-yeah-yeah-yeah-yeah
Yeah-yeah-yeah-eh, yeah

[Pre-Coro]
Una noche más y copas de más
Tú no me dejas en paz, de mi mente no te vas

[Coro]
Aunque sé que no debo, ey
Pensar en ti, bebé, pero cuando bebo
Me viene tu nombre, tu cara, tu risa y tu pelo, ey
Dime dónde tú está', que yo por ti cojo un vuelo
Y a Yonaguni le llego, oh
Aunque sé que no debo, ey
Pensar en ti, bebé, pero cuando bebo
Me viene tu nombre, tu cara, tu risa y tu pelo, ey
Dime dónde tú está', que yo por ti cojo un vuelo
Y a Yonaguni le llego, ey

[Verso 1]
No me busque' en Instagram, mami, búscame en casa
Pa' que vea' lo que pasa, ey
Si tú me prueba', te casa', ey
Ese cabrón ni te abraza
Y yo loco por tocarte
Pero ni me atrevo a textearte
Tú con cualquier outfit la parte'
Mami, tú ere' aparte
Shorty, tiene' un culo bien grande, eh
De-Demasia'o grande
Y yo lo tengo estudia'o, ya mismo me gradúo
Y en la cara me lo tatúo
Vi que viste mi story y subiste una pa' mí
Yo que me iba a dormir, ey
En la disco habían mil
Y yo bailando contigo en mi mente
You might also like[Coro]
Aunque sé que no debo
Pensar en ti, bebé, pero cuando bebo
Me viene tu nombre, tu cara, tu risa y tu pelo, ey
Dime dónde tú está', que yo por ti cojo un vuelo
Y a Yonaguni le llego

[Verso 2]
Si me da' tu dirección, yo te mando mil carta'
Si me da' tu cuenta de banco, un millón de peso'
To'a la noche arrodillado a Dio' le rezo
Pa' que ante' que se acabe el año tú me de' un beso
Y empezar el 2023 bien cabrón
Contigo y un blunt
Tú te ve' asesina con ese mahón (¡Wuh!)
Me matas sin un pistolón
Y yo te compro un Banshee
Gucci, Givenchy
Un poodle, un frenchie
El pasto, lo' munchie'
Te canto un mariachi
Me convierto en Itachi, eh

[Puente]
Yeah-yeah-yeah-yeah
Bad Bunny, baby, bebé
Bad Bunny, baby, bebé
[Outro]
今日はセックスしたい
でもあなたとだけ
どこにいますか？
どこにいますか？
今日はセックスしたい
でもあなたとだけ
どこにいますか？
どこにいますか？Eh52Embed"
